mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_predict__activation,param_predict__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.04506032466888428,0.02048002432958802,0.001633906364440918,0.0021191842704733495,logistic,32,"{'predict__activation': 'logistic', 'predict__hidden_layer_sizes': 32}",0.8181818181818182,0.6363636363636364,0.6428571428571426,0.5267857142857146,0.5000000000000003,0.5454545454545454,0.5,0.5000000000000002,0.5000000000000001,0.7222222222222222,0.5891865079365081,0.10623881036216362,8,0.7608452593917711,0.7464221824686942,0.6755555555555556,0.637501390588497,0.5000000000000001,0.6503801431127012,0.5000000000000001,0.5000000000000001,0.5435198738880757,0.541332442067736,0.605555684707303,0.09658521561441086
0.07222814559936523,0.034168572027019714,0.0010497093200683594,0.0005312249918286448,logistic,64,"{'predict__activation': 'logistic', 'predict__hidden_layer_sizes': 64}",0.5,0.5,0.7857142857142856,0.8392857142857146,0.7142857142857146,0.6818181818181818,0.5,0.875,0.5000000000000001,1.0,0.6896103896103897,0.17516497055180943,5,0.5058139534883722,0.5058139534883721,0.7511111111111111,0.7554789186783846,0.7835688063188342,0.7055008944543827,0.5058139534883722,0.7554789186783847,0.5060240963855421,0.7554590017825311,0.6530063607874286,0.12145993764225566
0.055683231353759764,0.02245674403242404,0.0009389877319335938,0.000296311617085487,logistic,128,"{'predict__activation': 'logistic', 'predict__hidden_layer_sizes': 128}",0.8181818181818182,0.6363636363636364,0.49999999999999967,0.7678571428571432,0.6875000000000003,0.5,0.6363636363636364,0.5625000000000003,0.5000000000000001,0.923076923076923,0.6531843156843159,0.1391328279627865,6,0.6870527728085869,0.7209302325581396,0.5,0.770052286127489,0.6516853932584271,0.5,0.7558139534883721,0.5449438202247192,0.49999999999999994,0.7793003565062387,0.6409778814971973,0.1124532736073514
0.07201697826385497,0.020232484706289116,0.0009027004241943359,2.2378044546903375e-05,logistic,"(32, 64, 32)","{'predict__activation': 'logistic', 'predict__hidden_layer_sizes': (32, 64, 32)}",0.8181818181818182,0.5,0.6619047619047617,0.5000000000000002,0.5000000000000003,0.5454545454545454,0.6363636363636364,0.5000000000000001,0.5000000000000001,0.717948717948718,0.5879853479853481,0.1087204706705138,9,0.6106887298747765,0.5,0.6544444444444445,0.5,0.5000000000000001,0.6435599284436494,0.632938282647585,0.5000000000000001,0.49999999999999994,0.6692290552584669,0.5710860440668922,0.07245228631447806
0.07303295135498047,0.009101786492319209,0.0010625839233398438,6.443284045278211e-05,logistic,"(64, 128, 64)","{'predict__activation': 'logistic', 'predict__hidden_layer_sizes': (64, 128, 64)}",0.5,0.5,0.49999999999999994,0.5000000000000002,0.5000000000000003,0.5,0.5,0.5000000000000002,0.5000000000000001,0.5000000000000001,0.5000000000000001,1.2287917140018454e-16,10,0.5000000000000001,0.5,0.5,0.5,0.5000000000000001,0.5,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.49999999999999983,0.5,8.95090418262362e-17
0.03446459770202637,0.007949799179774305,0.0015182971954345703,0.0015220211585847457,relu,32,"{'predict__activation': 'relu', 'predict__hidden_layer_sizes': 32}",0.6363636363636364,0.5454545454545454,0.6095238095238092,0.4732142857142859,0.4910714285714288,0.6363636363636364,0.7272727272727273,0.6517857142857146,0.5446428571428572,0.8846153846153846,0.6200308025308027,0.11514716493049522,7,0.7029293381037568,0.6516100178890876,0.7005555555555556,0.7426298809656245,0.6983535432194906,0.5926878354203935,0.6680456171735243,0.5443875848258984,0.5457155725706564,0.7203654188948306,0.6567280364618819,0.06812966399292437
0.055043697357177734,0.01453451454185815,0.0008652210235595703,9.537345151975088e-05,relu,64,"{'predict__activation': 'relu', 'predict__hidden_layer_sizes': 64}",0.8636363636363636,0.7272727272727273,0.8666666666666665,0.6607142857142859,0.8303571428571429,0.6818181818181818,0.7272727272727273,0.9375,0.6875000000000001,0.9615384615384616,0.7944276556776557,0.10521797205659991,1,0.7650939177101967,0.817195885509839,0.7022222222222222,0.7988096562465236,0.7846256535765938,0.5705500894454383,0.8027728085867621,0.7839581710980088,0.8254138047517171,0.7877673796791443,0.7638409588826446,0.07207318534290783
0.04520103931427002,0.010780120484083876,0.00089569091796875,0.00024149925708845014,relu,128,"{'predict__activation': 'relu', 'predict__hidden_layer_sizes': 128}",0.6363636363636364,0.7272727272727273,0.7571428571428569,0.5267857142857145,0.6964285714285717,0.45454545454545453,0.6818181818181818,0.9642857142857143,0.8214285714285715,0.8675213675213675,0.7133592796092796,0.1447493325098876,3,0.4755143112701254,0.7304338103756708,0.6722222222222223,0.7337857381243741,0.8493714539993327,0.6735241502683363,0.7971824686940966,0.7605406608076538,0.7526179484292309,0.7467691622103387,0.7191961926401382,0.09519800046785064
0.05607302188873291,0.016601781209411186,0.0009436368942260742,0.00010131165149846892,relu,"(32, 64, 32)","{'predict__activation': 'relu', 'predict__hidden_layer_sizes': (32, 64, 32)}",0.8636363636363636,0.6818181818181818,0.6857142857142854,0.6071428571428574,0.6785714285714289,0.5909090909090909,0.5454545454545454,0.8125000000000001,0.7500000000000001,0.811965811965812,0.7027712565212566,0.0998969822823907,4,0.7901386404293381,0.683474955277281,0.8,0.7013015908332406,0.7651017910779843,0.7754919499105546,0.7279740608228981,0.6794971631994661,0.8254138047517171,0.6710115864527627,0.7419405542755242,0.053402984422026255
0.08148415088653564,0.02548512374316145,0.0010543346405029296,0.000146255984116468,relu,"(64, 128, 64)","{'predict__activation': 'relu', 'predict__hidden_layer_sizes': (64, 128, 64)}",0.8636363636363636,0.6818181818181818,0.8238095238095237,0.48214285714285743,0.6339285714285717,0.7727272727272727,0.6363636363636364,0.6250000000000003,0.6250000000000001,1.0,0.7144426406926407,0.1423960493985897,2,0.8356440071556351,0.7077370304114489,0.737777777777778,0.73072644343086,0.8381354989431528,0.7813059033989266,0.7744856887298748,0.7165424407609302,0.7731674360995383,0.7536764705882353,0.7649198697296381,0.04293368333523546
